Table with column headers in row 3,,,,,,
"2020 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2021",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IL,17,13440,Lindop School District 92,"4,052",467,72
IL,17,23160,Lisbon Community Consolidated School District 90,995,134,4
IL,17,23200,Lisle Community Unit School District 202,"13,648","1,754",92
IL,17,23250,Litchfield Community Unit School District 12,"8,377","1,337",232
IL,17,09210,Lockport School District 91,"6,750",657,53
IL,17,23350,Lockport Township High School District 205,"77,523","3,770",234
IL,17,23460,Lombard School District 44,"34,997","3,248",214
IL,17,00120,Lostant Community Unit School District 425,859,131,9
IL,17,40920,Lowpoint-Washburn Community Unit School District 21,"2,423",418,42
IL,17,23700,Ludlow Community Consolidated School District 142,953,120,32
IL,17,23850,Lyons School District 103,"21,284","2,346",346
IL,17,23880,Lyons Township High School District 204,"67,576","3,919",151
IL,17,23920,Macomb Community Unit School District 185,"20,074","2,011",344
IL,17,23970,Madison Community Unit School District 12,"4,513",887,234
IL,17,24000,Maercker School District 60,"17,308","1,424",115
IL,17,24060,Mahomet-Seymour Community Unit School District 3,"14,540","3,128",157
IL,17,24090,Maine Township High School District 207,"142,475","6,695",519
IL,17,24120,Malden Community Consolidated School District 84,695,73,9
IL,17,24270,Manhattan School District 114,"9,334","1,175",37
IL,17,24330,Mannheim School District 83,"20,833","2,374",329
IL,17,24390,Manteno Community Unit School District 5,"11,902","2,072",190
IL,17,24570,Marengo Community High School District 154,"13,809",768,57
IL,17,00077,Marengo-Union Elementary Consolidated District 165,"10,436","1,124",111
IL,17,24600,Marion Community Unit School District 2,"27,521","4,061",749
IL,17,24650,Marissa Community Unit School District 40,"3,204",493,89
IL,17,24750,Maroa-Forsyth Community Unit School District 2,"5,921","1,167",85
IL,17,24780,Marquardt School District 15,"25,770","2,958",415
IL,17,05466,Marseilles Elementary School District 150,"4,258",476,96
IL,17,24870,Marshall Community Unit School District 2C,"7,595","1,277",169
IL,17,24900,Martinsville Community Unit School District 3C,"2,244",336,50
IL,17,24940,Mascoutah Community Unit School District 19,"16,639","3,299",158
IL,17,25000,Massac Unit School District 1,"12,280","1,946",423
IL,17,25020,Matteson Elementary School District 162,"25,165","3,085",581
IL,17,25050,Mattoon Community Unit School District 2,"22,183","3,443",625
IL,17,25110,Maywood-Melrose Park-Broadview School District 89,"43,854","5,534","1,187"
IL,17,25190,Mazon-Verona-Kinsman Elementary School District 2C,"2,606",354,33
IL,17,25260,McClellan Community Consolidated School District 12,785,57,7
IL,17,25290,McHenry Community Consolidated School District 15,"42,419","4,497",396
IL,17,25320,McHenry Community High School District 156,"45,616","2,317",166
IL,17,28620,McLean County Unit School District 5,"95,156","14,472","1,084"
IL,17,25500,Medinah School District 11,"7,325",715,50
IL,17,25620,Mendota Community Consolidated School District 289,"10,179","1,170",164
IL,17,25650,Mendota Township High School District 280,"10,212",582,67
IL,17,01395,Mercer County School District 404,"8,131","1,201",161
IL,17,25680,Meredosia-Chambersburg Community Unit School District 11,"1,623",252,33
IL,17,26970,Meridian Community Unit School District 101,"2,978",492,159
IL,17,00123,Meridian Community Unit School District 15,"5,752","1,005",89
IL,17,25690,Meridian Community Unit School District 223,"8,563","1,670",120
IL,17,25740,Metamora Community Consolidated School District 1,"6,802",867,47
IL,17,25770,Metamora Township High School District 122,"15,909",971,39
IL,17,00126,Midland Community Unit School District 7,"4,849",663,83
IL,17,25920,Midlothian School District 143,"14,736","1,803",325
IL,17,43962,Midwest Central Community Unit School District 191,"5,827","1,034",119
IL,17,01416,Milford Area Public School District 124,"3,567",558,91
IL,17,26100,Millburn Community Consolidated School District 24,"8,499","1,501",40
IL,17,26250,Miller Township Community Consolidated School District,"2,215",256,24
IL,17,26190,Millstadt Consolidated Community School District 160,"8,287",898,56
IL,17,26310,Minooka Community Consolidated School District 201,"25,575","3,929",182
IL,17,26340,Minooka Community High School District 111,"39,259","2,450",87
IL,17,26370,Mokena School District 159,"17,228","1,912",78
IL,17,26400,Moline-Coal Valley School District 40,"46,513","7,638","1,171"
IL,17,26430,Momence Community Unit School District 1,"6,800","1,039",186
IL,17,00320,Monmouth-Roseville Community Unit School District 238,"10,806","1,691",266
IL,17,26490,Monroe School District 70,"3,043",307,26
IL,17,26550,Monticello Community Unit School District 25,"8,970","1,504",60
IL,17,26590,Montmorency Community Consolidated School District 145,"2,431",289,35
IL,17,26640,Morris Community High School District 101,"18,671","1,005",71
IL,17,26610,Morris School District 54,"11,826","1,259",123
IL,17,26710,Morrison Community Unit School District 6,"6,358",951,89
IL,17,26760,Morrisonville Community Unit School District 1,"1,751",294,32
IL,17,26800,Morton Community Unit School District 709,"18,360","3,116",106
IL,17,26850,Morton Grove School District 70,"9,039",821,76
IL,17,27180,Mount Olive Community Unit School District 5,"3,237",502,64
IL,17,27210,Mount Prospect School District 57,"19,928","2,236",83
IL,17,27290,Mount Pulaski Community Unit District 23,"3,414",544,51
IL,17,27340,Mount Vernon School District 80,"13,263","1,474",436
IL,17,27360,Mount Vernon Township High School District 201,"28,587","1,452",258
IL,17,27390,Mount Zion Community Unit School District 3,"11,846","2,310",142
IL,17,27450,Mulberry Grove Community Unit School District 1,"2,303",360,55
IL,17,27570,Mundelein Consolidated High School District 120,"42,259","2,289",132
IL,17,27540,Mundelein Elementary School District 75,"14,963","1,658",139
IL,17,27610,Murphysboro Community Unit School District 186,"14,695","2,386",531
IL,17,27710,Naperville Community Unit District 203,"94,995","17,481",627
IL,17,27740,Nashville Community High School District 99,"8,346",485,33
IL,17,27720,Nashville Consolidated Community School District 49,"6,133",638,59
IL,17,27780,Nauvoo-Colusa Community Unit School District 325,"2,097",330,45
IL,17,27840,Neoga Community Unit School District 3,"4,675",800,76
IL,17,27930,Nettle Creek Community Consolidated School District 24C,946,109,5
IL,17,27960,New Athens Community Unit School District 60,"3,828",603,50
IL,17,00103,New Holland-Middletown Elementary School District 88,"1,074",115,18
IL,17,28110,New Hope Community Consolidated School District 6,"1,459",188,24
IL,17,28140,New Lenox School District 122,"39,736","5,204",176
IL,17,28160,New Simpson Hill Consolidated District 32,"2,171",232,37
IL,17,28200,New Trier Township High School District 203,"58,753","4,330",112
IL,17,28270,Newark Community Consolidated School District 66,"2,860",342,13
IL,17,28260,Newark Community High School District 18,"3,967",264,18
IL,17,28500,Niles Elementary School District 71,"7,623",513,72
IL,17,28530,Niles Township Community High School District 219,"94,415","4,595",477
IL,17,00222,Nippersink School District 2,"11,569","1,340",80
IL,17,28560,Nokomis Community Unit School District 22,"4,052",645,108
IL,17,28650,Norridge School District 80,"12,043",959,100
IL,17,00004,Norris City-Omaha-Enfield Community Unit School District 3,"4,065",706,121
IL,17,28700,North Boone Community Unit School District 200,"8,323","1,551",154
IL,17,00110,North Chicago School District 187,"30,496","3,686",736
IL,17,28810,North Clay Community Unit School District 25,"3,662",630,98
IL,17,42240,North Greene Unit School District 3,"5,726",855,164
IL,17,01403,North Mac Community Unit School District 34,"8,372","1,378",195
IL,17,28890,North Palos School District 117,"27,741","2,709",632
IL,17,28920,North Pekin-Marquette Heights School District 102,"5,066",671,76
IL,17,00119,North Shore School District 112,"34,886","4,265",224
IL,17,40680,North Wamac School District 186,886,115,33
IL,17,10240,North Wayne Community Unit School District 200,"2,593",489,73
IL,17,17850,Northbrook Elementary School District 27,"10,813","1,158",38
IL,17,28980,Northbrook School District 28,"13,657","1,687",88
IL,17,24420,Northbrook/Glenview School District 30,"10,775","1,139",31
IL,17,29010,Northfield Township High School District 225,"84,284","4,672",231
IL,17,30540,Northwestern Community Unit School District 2,"2,182",314,47
IL,17,29040,Norwood Elementary School District 63,"3,767",403,89
IL,17,29760,O'Fallon Community Consolidated School District 90,"27,063","3,552",203
IL,17,29790,O'Fallon Township High School District 203,"37,508","2,369",130
IL,17,29100,Oak Grove School District 68,"3,768",421,45
IL,17,29130,Oak Grove School District 68,"6,931",948,22
IL,17,29220,Oak Lawn Community High School District 229,"38,941","2,009",300
IL,17,29190,Oak Lawn-Hometown School District 123,"34,219","3,372",384
IL,17,29250,Oak Park Elementary School District 97,"51,012","5,637",279
IL,17,29280,Oak Park and River Forest District 200,"61,991","3,249",118
IL,17,29310,Oakdale Community Consolidated School District 1,686,87,4
IL,17,29340,Oakland Community Unit School District 5,"2,018",275,32
IL,17,10800,Oakwood Community Unit School District 76,"5,738","1,004",156
IL,17,29420,Oblong Community Unit School District 4,"3,740",600,92
IL,17,29520,Odell Community Consolidated School District 435,"1,306",151,19
IL,17,01404,Odin Public School District 722,"1,581",272,57
IL,17,29670,Oglesby Elementary School District 125,"4,530",476,58
IL,17,29700,Ohio Community Consolidated School District 17,772,90,14
IL,17,29730,Ohio Community High School District 505,780,36,5
IL,17,00223,Okaw Valley Community Unit School District 302,"3,285",558,64
IL,17,29890,Olympia Community Unit School District 16,"11,873","2,036",154
IL,17,05570,Opdyke-Belle Rive Community Consolidated School District 5,"1,822",269,50
IL,17,30060,Orangeville Community Unit School District 203,"2,276",360,29
IL,17,30160,Oregon Community Unit School District 220,"10,464","1,456",203
IL,17,30200,Orion Community Unit School District 223,"5,760","1,047",38
IL,17,30220,Orland School District 135,"54,239","5,662",542
IL,17,30270,Oswego Community Unit School District 308,"83,850","18,195",684
IL,17,30300,Ottawa Elementary School District 141,"18,493","1,923",307
IL,17,30330,Ottawa Township High School District 140,"30,015","1,408",166
IL,17,30420,Palatine Community Consolidated School District 15,"117,040","12,277","1,243"
IL,17,30480,Palestine Community Unit School District 3,"2,221",333,38
IL,17,30600,Palos Community Consolidated School District 118,"22,998","1,767",154
IL,17,30570,Palos Heights School District 128,"10,103",798,85
IL,17,30630,Pana Community Unit School District 8,"8,922","1,431",226
IL,17,30660,Panhandle Community Unit School District 2,"3,126",532,63
IL,17,30780,Paris Community Unit School District 4,"4,304",643,46
IL,17,30750,Paris-Union School District 95,"7,627","1,089",249
IL,17,30810,Park Forest School District 163,"15,465","1,754",480
IL,17,30840,Park Ridge Consolidated Community School District 64,"39,659","4,509",192
IL,17,30870,Patoka Community Unit School District 100,"1,478",243,23
IL,17,30930,Pawnee Community Unit School District 11,"3,279",613,60
IL,17,07650,Paxton-Buckley-Loda Community Unit School District 10,"7,979","1,330",161
IL,17,30990,Payson Community Unit School District 1,"3,160",533,69
IL,17,31020,Pearl City Community Unit School District 200,"2,472",462,43
IL,17,31050,Pecatonica Community Unit School District 321,"5,000",910,59
IL,17,31110,Pekin Community High School District 303,"44,430","2,130",225
IL,17,31080,Pekin Public School District108,"32,798","3,556",496
IL,17,31140,Pembroke Consolidated Community School District 259,"1,862",211,73
IL,17,31200,Pennoyer School District 79,"5,550",390,60
IL,17,31270,Peoria Heights Community Unit School District 325,"6,433",815,129
IL,17,31230,Peoria School District 150,"95,982","15,628","3,945"
IL,17,31290,Peotone Community Unit School District 207U,"11,185","1,910",114
IL,17,31380,Peru Elementary School District 124,"9,913",929,120
IL,17,31710,Pikeland Community Unit School District 10,"8,001","1,224",195
IL,17,31620,Pinckneyville Community High School District 101,"10,445",428,37
IL,17,00009,Pinckneyville School District 50,"5,893",607,80
IL,17,31740,Plainfield School District 202,"123,295","27,085","1,559"
IL,17,31770,Plano Community Unit School District 88,"12,871","2,590",189
IL,17,31890,Pleasant Hill Community Unit School District 3,"1,640",276,59
IL,17,31860,Pleasant Hill School District 69,"1,940",240,61
IL,17,31920,Pleasant Plains Community Unit School District 8,"7,506","1,475",81
IL,17,31950,Pleasant Valley School District 62,"4,494",500,177
IL,17,32040,Pleasantdale School District 107,"8,005",762,34
IL,17,32100,Polo Community Unit School District 222,"3,894",619,74
IL,17,32160,Pontiac Community Consolidated School District 429,"12,470","1,240",194
IL,17,32220,Pontiac Township High School District 90,"14,997",745,89
IL,17,32190,Pontiac-William Holliday School District 105,"7,758",705,91
IL,17,32280,Pope County Community Unit School District 1,"4,142",351,78
IL,17,31410,Porta Community Unit School District 202,"6,771","1,011",123
IL,17,32370,Posen-Robbins Elementary School District 143-5,"12,219","1,711",358
IL,17,32090,Potomac Community Unit School District 10,"1,142",197,35
IL,17,00005,Prairie Central Community Unit School District 8,"10,521","1,909",195
IL,17,32520,Prairie Grove Community School District 46,"7,287",888,40
IL,17,32550,Prairie Hill Community Consolidated School District 133,"4,678",695,34
